Name,Type,Ingredients,Price
INNISFREE,Face Masks,"-Jeju Volcanic Clusters™: Finely ground hardened volcanic lava that helps absorb excess sebum.

Water / Aqua / Eau, Polyvinylalcohol, Alcohol, Butylene Glycol, Glycerin,Volcanic Ash, Pvp, Titanium Dioxide(Ci 77891), Peg-75, Hydroxypropyl Starchphosphate",$15.00 
CAUDALIE,Face Masks,"-Vinolevure: Strengthens and soothes.
-Grape Seed Oil: Nourishes.
-Hyaluronic Acid: Hydrates and plumps.
-Olive Squalane: Moisturizes.

Water, Glycerin*, Isononyl Isononanoate, Vitis Vinifera (Grape) Seed Oil*, Sorbitan Stearate*, Peg-100 Stearate*, Glyce",$39.00 
SEPHORA COLLECTION,Face Masks,"-Banana Extract: Nurtures and provides vitamins for healthy looking skin.

Water, Glycerin, Butyrospermum Parkii Butter (Butyrospermum Parkii (Shea Butter)), Glyceryl Stearate, Cetearyl Alcohol, PEG-100 Stearate, Fructose, Pullulan, Phenoxyethanol, Cetear",$8.00 
ESTÉE LAUDER,Face Masks,"Water, Methyl Gluceth-20, Peg-75, Bis-Peg-18 Methyl Ether Dimethyl Silane, Butylene Glycol, Propanediol, Glycereth-26, Cladosiphon Okamuranus Extract, Silybum Marianum (Lady'S Thistle) Extract, Echinacea Purpurea (Coneflower) Extract, Garcinia Mangostana Peel Extract, Anthemis Nobilis (Chamomile) Flower Extract, Caffeine, Coffea Arabica (Coffee) Seed Extract, Artemia Extract, Betula Alba (Birch) Extract, Poria Cocos Sclerotium Extract, Hydrolyzed Rice Extract, Camelina Sativa Seed Oil, Algae Extract, Lactobacillus Ferment, Hydrolyzed Algin, Squalane, C12-15 Alkyl Benzoate, Yeast Extract/Faex/Extrait De Levure, Caprylyl Glycol, Tocopheryl Acetate, Peg-8 Glyceryl Isostearate, Polysorbate 20, Glycine, Carbomer, Sodium Hyaluronate, Dextrin, Xanthan Gum, Sodium Hydroxide, Lecithin, Triethoxycaprylylsilane, Polyhydroxystearic Acid, Trisodium Edta, Phenoxyethanol, Iron Oxides (Ci 77491).",$42.00 
KORA ORGANICS,Face Masks,"Aloe Barbadensis (Aloe Vera) Leaf Juice*, Glycerin, Crambe Abyssinica Seed Oil Phytosterol Esters, Cocos Nucifera (Coconut) Extract*, Water, Diglycerin, Morinda Citrifolia (Noni) Fruit Extract*, Terminalia Ferdinandiana Fruit Extract, Tremella Fuciformis Sporocarp Extract, Microcitrus Australasica Fruit Extract, Carrageenan, Cyamposis Tetragonoloba (Guar) Gum, Xanthan Gum, Populus Tremuloides Bark Extract, Helianthus Annuus (Sunflower) Seed Oil*, Ocimum Basilicum (Basil) Oil, Pelargonium Graveolens Flower Oil, Rosa Centifolia Flower Oil, Hydrolyzed Sodium Hyaluronate, Sodium Polyglutamate, Salicylic Acid, Acacia Senegal Gum, Glyceryl Caprylate, Glyceryl Undecylenate, Sodium Benzoate, Glucose, Sorbic Acid, Sodium Phytate, Maltodextrin (Tapioca Starch), Benzyl Alcohol, Betaine, Alcohol, Quartz, Citronellol**, Geraniol**. *Ingredient from Organic Farming. **From essential oils.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$48.00 
DERMALOGICA,Face Masks,"-Sulfur: Unclogs pores, absorbs oil, and provides anti-microbial benefits to help clear skin.
-Apple Fruit Extract: Helps hydrate skin.
-Kaolin Clay: Helps absorb excess oil.

ater/Aqua/Eau, Disiloxane, Sulfur, Cocamidopropyl Betaine, Kaolin, Glycerin, Py",$21.00 
SEPHORA COLLECTION,Face Masks,"-Natural Macadamia Oil: Saturated with fatty acids to nourish even the driest skin.

Aqua (Water), Glycerin, Butylene Glycol, Caprylic/Capric Triglyceride, Macadamia Integrifolia Seed Oil, Cetyl Ethylhexanoate, Cetearyl Alcohol, 1,2-Hexanediol, Polyglycer",$5.00 
FIRST AID BEAUTY,Face Masks,"-Red Clay: Absorbs impurities, detoxes, and purifies the skin.
-Rosemary Leaf Oil: Unclogs pores and tones the skin.
-Glycerin: Moisturizes and helps to protect the skin.
-FAB Antioxidant Booster: Combats free radicals with licorice root, feverfew, and wh",$30.00 
SULWHASOO,Face Masks,"-JAUM Balancing Complex™: A powerhouse herbal blend that replenishes essential moisture for smooth, hydrated, and well-balanced skin.

Water/Aqua/Eau, Glycyrrhiza Uralensis (Licorice) Root Extract, Propanediol, Butylene Glycol, Glycerin, Betaine, Camell",$60.00 
DR. JART+,Face Masks,"-Vitamin B5 (Panthenol): Moisturizes and maintains skin’s moisture retention.
-Baobab Tree Leaf Extract: Rich in vitamins to help moisturize and provide antioxidant protection.
-Expert Moist Complex: Rich in amino acids to enhance moisture retention in ",$12.00 
INNISFREE,Face Masks,"-Tangerine Peel Extract: Helps brighten and even out the complexion.
-Exfoliating Capsules: Papain-infused capsules immediately melt to help gently smooth away dead skin cells and refine look of pores.

Water, Propanediol, Citrus Unshiu Peel Extract, Glyc",$26.00 
DR. BARBARA STURM,Face Masks,"-Complex of Balloon Vine, Viper’s Bugloss, and Sunflower Oil Extract: Improve the skin’s barrier properties to restore its natural balance
-Zinc: Counteracts the formation of blemishes.
-Kaolin: Binds excess sebum and has a mattifying effect.

Water (",$145.00 
SEPHORA COLLECTION,Face Masks,"-Eucalyptus Extract from Natural Origin and Menthol: Provide a cooling effect.

Water, Glycerin, Caprylic/Capric Triglyceride, Butylene Glycol, 1,2-Hexanediol, Aloe Barbadensis Leaf Juice, Ceratonia Siliqua (Carob) Gum, Chondrus Crispus (Carrageenan) Extr",$6.00 
DR. JART+,Face Masks,"-Glutathione: Contains antioxidant properties and brightens complexion.
-Niacinamide: Brightens the complexion.
-a-Bisabolol: Derived from a natural plant to promote melanin production and brighten skin.

Water, Caprylic/Capric Triglyceride, Glycerin, Nia",$9.00 
SEPHORA COLLECTION,Face Masks,"-Oat Extracts: Nurture and soothe your skin, leaving it feeling supple and more comfortable.

Water, Glycerin, Caprylic/Capric Triglyceride, Cetearyl Alcohol, Linum usitatissimum (linseed) seed flour, Dicaprylyl Carbonate, Cetearyl Glucoside, Phenoxyethan",$8.00 
CAUDALIE,Face Masks,"-Papaya Enzymes: Brighten and invigorate.
-Pink Clay and Coffee: Purge pores of excess oil and dirt.
-Grape Marc: Detoxifies and drains.
-Lavender, Cypress, Sage, and Sandalwood Essential Oils: Provide anti-bacterial properties and nourish.

Water, Benton",$39.00 
DR. JART+,Face Masks,"-Vitamin A (retinol): Helps firm skin for a powerful anti-aging effect.
-OxyForce™ Cellular Active (Perfluorodecalin): Helps support natural collagen synthesis, improves skin firmness, and enhances radiance.

STEP 01 Super Booster:
Cetyl Ethylhexanoate,",$12.00 
TATA HARPER,Face Masks,"-Star Aster: Helps skin defend itself against oxidative damage and cell deterioration.
-White Clay: Absorbs oil and dirt buildup.
-Papaya Enzymes: Clean, clear, and minimize the look of pores.

Hordeum Vulgare Leaf Juice*, Kaolin, Propanediol, Cetyl Alcoh",$72.00 
SHISEIDO,Face Masks,-4MSK: Helps remove melanin trapped in dark spots and ion force complex works to slough off the surface cells that contain melanin.,$72.00 
DIOR,Face Masks,#NAME?,$69.00 
MARIO BADESCU,Face Masks,"-Collagen: Smooths the appearance of skin.
-Oatmeal: Boasts soothing properties.
-Kaolin: Purifying, oil-absorbent clay.

Water, Kaolin, Talc, Propylene Glycol, Avena Sativa (Oat) Kernel Flour, Sorbitol, Zinc Oxide, Triticum Vulgare (Wheat) Starch, Collag",$18.00 
DR. JART+,Face Masks,"-Soapberry Tree Extract: Saponine from the soapberry tree delivers a visible oxygen effect.
-Activated Charcoal Sheet: Purifies pores.
-Surface Pore Care Complex (Pistacia Lentiscus/Mastic Gum, Eucalyptus Globulus Leaf Extract): Controls excess oils.
-Dee",$9.00 
KIEHL'S SINCE 1851,Face Masks,"-Botanical Hibiscus and Ginger Leaf: Smooth and firm the appearance of skin.

Water, PVP, Propanediol, Behenyl Alcohol, Caprylic/Capric Triglyceride, Isoamyl Laurate,Mangifera Indica Seed Butter/Mango Seed Butter, Butyrospermum Parkii Butter/Shea Butter, ",$54.00 
BOBBI BROWN,Face Masks,"Water, Alumina, Caprylic/Capric Triglyceride, Glyceryl Stearate, Butylene Glycol, Peg-100 Stearate, Beeswax/Cera Alba/Cire D'Abeille, Butyrospermum Parkii (Shea Butter), Cetyl Alcohol, Glycerin, Camellia Sinensis Leaf Extract, Citrus Aurantium Dulcis (Orange) Peel Oil, Sodium Hyaluronate, Juglans Regia (Walnut) Shell Powder, Caffeine, Algae Extract, Panthenol, Steareth-20, Caprylyl Glycol, Biosaccharide Gum - 1, Stearyl Alcohol, Tocopheryl Acetate, Carbomer, Sodium Hydroxide, Hexylene Glycol, Disodium Edta, Phenoxyethanol

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.",$54.00 
SK-II,Face Masks,"-Pitera™: A bio-ingredient rich in vitamins, organic acids, minerals, and amino acids that work together to support skin’s natural cell renewal process.
-Soft Aura White Cocktail Complex: A unique whitening complex that supports the natural production",$170.00 
SEPHORA COLLECTION,Face Masks,"-Açaí Berry Extract: Acts like a shield against pollutants and external aggressors for protected and radiant-looking skin.

Water, Glycerin, Phenoxyethanol, C10-18 Triglycerides, C12-15 Alkyl Benzoate, Sodium Acrylates Crosspolymer-2, Octyldodecanol, Gl",$8.00 
SEPHORA COLLECTION,Face Masks,"Water, Glycerin, C10-18 Triglycerides, C15-19 Alkane, Butylene Glycol, Propanediol, Carbomer, Perfume (Fragrance), Hydroxyacetophenone, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Caprylyl Glycol, Sodium Hydroxide, Helianthus Annuus (Sunflower) Seed Oil, Sodium Hyaluronate, Tocopherol, Laminaria Saccharina Extract, Sodium Phytate, Arginine, CI 42090 (Blue 1), CI 17200 (Red 33)

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$16.00 
SHISEIDO,Face Masks,"Water, Polyvinyl Alcohol, Alcohol Denat., Butylene Glycol, Glycerin, Peg-75, Trehalose, Ppg-15-Buteth-20, Mica, Phenoxyethanol, Iron Oxides (Ci 77491), Peg-60 Hydrogenated Castor Oil, Succinoglycan, Cellulose Gum, Sodium Citrate, Titanium Dioxide (Ci 77891), Silica, Carbomer, Sodium Metaphosphate, Xanthan Gum, Saccharide Isomerate, Fragrance (Parfum), Dipotassium Glycyrrhizate, Alcohol, Tin Oxide, Citric Acid, Sodium Metabisulfite, Serine, Limonene, Hexyl Cinnamal, Butylphenyl Methylpropional, Benzyl Benzoate, Linalool, Eriobotrya Japonica Leaf Protoplasts, Paeonia Suffruticosa Root Extract, Perilla Ocymoides Leaf Extract, Peg-30 Phytosterol, Hydrogenated Lecithin, Trisodium Edta, Bht.",$32.00 
SHISEIDO,Face Masks,"Water, Butylene Glycol, Pentaerythrityl Tetraethylhexanoate, Diphenylsiloxy Phenyl Trimethicone, Glycerin, Dipropylene Glycol, Alcohol Denat., Betaine, Peg-60 Hydrogenated Castor Oil, Phenoxyethanol, Methylparaben, Sodium Citrate, Carbomer, Fragrance, Bht, Squalane, Tocopheryl Acetate, Xanthan Gum, Potassium Hydroxide, Retinol, Polysorbate 20, Citric Acid, Alcohol, Trisodium Edta, Arginine Hcl, Magnesium Ascorbyl Phosphate, Glucosyl Hesperidin, Butylphenyl Methylpropional, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Linalool, Limonene, Citronellol, Panax Ginseng Root Extract, Geraniol, Sodium Acetylated Hyaluronate, Hydroxyproline, Rubus Suavissimus (Raspberry) Leaf Extract, Chlorella Vulgaris Extract, Beta-Carotene (Ci 75130).",$70.00 
ESTÉE LAUDER,Face Masks,,$72.00 
CLINIQUE,Face Masks,"-Salicylic Acid: Help clear dead skin cells.
-Kaolin Clay and Laminaria: Clean and help absorb surface oil.

Water, Kaolin, Butylene Glycol, Magnesium Aluminum Silicate, Sodium Lauroyl Sarcosinate, Glyceryl Stearate, Peg-100 Stearate, Gentiana Lutea (Gent",$25.00 
HERBIVORE,Face Masks,"-Brazilian White Tourmaline: Brightens and illuminates the complexion.
-Pineapple and Papaya Enzymes: Gently resurface and exfoliate skin.
-Pice Powder: Brightens, softens, and smooths skin’s complexion.
-Rose Distillate: Tones, brightens, and calms the",$48.00 
LANCÔME,Face Masks,"Aqua/Water, Glycerin, Dimethicone, Butyrospermum Parkii Butter/Shea Butter, Pentylene Glycol, Octyldodecanol, Cetyl Alcohol, Peg-100 Stearate, Glyceryl Stearate, 3-O-Ethyl Ascorbic Acid, Tocopheryl Acetate, Stearic Acid, Hydroxypropyl Tetrahydropyrantriol, Palmitic Acid, Propylene Glycol, Polyacrylamide, C13-14 Isoparaffin, Poloxamer 338, Phenoxyethanol, Citric Acid, Sodium Citrate, 2-Oleamido-1,3-Octadecanediol, Chlorphenesin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Xanthan Gum, Potassium Hydroxide, Vaccinium Myrtillus Fruit Extract, Hydrolyzed Linseed Extract, Laureth-7, Adenosine, Hydrolyzed Lupine Protein, Disodium Edta, Leontopodium Alpinum Flower/Leaf Extract, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Saccharum Officinarum Extract/Sugarcane Extract, Myristic Acid, Biosaccharide Gum-1, Citrus Aurantium Dulcis Fruit Extract/Orange Fruit Extract, Citrus Limon Fruit Extract / Lemon Fruit Extract, Sodium Benzoate, Guanosine, Acer Saccharum Extract/ Sugar Maple Extract, Hexyl Cinnamal, Alpha-Isomethyl Ionone, Limonene, Benzyl Alcohol, Cyathea Medullaris Leaf Extract, Geraniol, Potassium Sorbate, Glyceryl Caprylate, Cinnamic Acid, Levulinic Acid, Bht, Sodium Levulinate, Parfum/Fragrance.",$68.00 
DR. DENNIS GROSS SKINCARE,Face Masks,"-Algin: Harvested from arctic Norwegian seas, this marine algae delivers the highest concentration of guluronic acid.
-Sodium Hyaluronate: Moisturizes skin through hyaluronic acid, a natural humectant that holds 1000x its weight in water.
-Glycerin: Humec",$48.00 
CLINIQUE,Face Masks,"Water , Kaolin , Butylene Glycol , Bentonite , Montmorillonite , Polysorbate 20 , Peg-100 Stearate , Glycerin , Charcoal Powder , Laminaria Saccharina Extract , Caffeine , Lecithin , Sucrose , Propylene Glycol Laurate , Ethylhexylglycerin , Caprylyl Glycol , Propylene Glycol Stearate , Sodium Hyaluronate , Simethicone , Sorbitan Laurate , Peg-150 Distearate , Hexylene Glycol , Xanthan Gum , Galactoarabinan , Trisodium Edta , Phenoxyethanol , Iron Oxides (Ci 77499)",$28.50 
MAELYS COSMETICS,Face Masks,"Water (Aqua), Isopropyl Myristate, Glycerin, C12-15 Alkyl Benzoate, Cetyl Alcohol, Steareth-2, Cetearyl Ethylhexanoate, Ethoxydiglycol, Kaolin, Panthenol, Steareth-21, Ethylhexyl Methoxycinnamate, Propylene Glycol, Phenoxyethanol, Palmitoyl Isoleucine, Fragrance (Parfum), Dimethicone, Polyacrylate Crosspolymer-6, Glyceryl Caprylate, Allantoin, Chlorphenesin, Zinc Oxide, Tocopheryl Acetate, Simmondsia Chinensis (Jojoba) Seed Oil, Butyrospermum Parkii (Shea) Butter, Hydrogenated Coconut Oil, Disodium Edta, Caprylyl Glycol, Sodium Hyaluronate, Linalool, Benzyl Salicylate, Kigelia Africana (Sausage Tree) Fruit Extract, Limonene, Geraniol, Alpha-Isomethyl Ionone, Fd&C Yellow No.6 (CI 15985), Acid Yellow 3 (CI 47005).",$39.00 
SATURDAY SKIN,Face Masks,"Water, Glycerin, Caprylic/Capric Triglyceride, Niacinamide, Citrus Limon (Lemon) Peel Oil, Althaea Rosea Flower Extract, Juniperus Mexicana Oil, Lactobacillus Ferment, Lactococcus Ferment Lysate, Bifida Ferment Lysate, Hippophae Rhamnoides Fruit Extract, Streptococcus Thermophilus Ferment, Citrus Aurantium Dulcis (Orange) Peel Oil, Citrus Grandis (Grapefruit) Peel Oil, Eucalyptus Globulus Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Rosmarinus Officinalis (Rosemary) Leaf Oil, Polymnia Sonchifolia Root Juice, Gossypium Herbaceum (Cotton) Extract, Lactobacillus, Glyceryl Stearate, Hydroxyacetophenone, Cyclopentasiloxane, Betaine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Allantoin, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Tromethamine, Cyclohexasiloxane, Caprylyl Glycol, Silica, Ethylhexylglycerin, Adenosine, Butylene Glycol, Dimethiconol, 1,2-Hexanediol, Sodium Polyacrylate, Polysorbate 60, Sorbitan Isostearate, Hydrogenated Lecithin, Alpha-Glucan Oligosaccharide, Cholesterol, Peg-800, Maltodextrin, Polysorbate 20, Gluconolactone, Sh-Oligopeptide-1, Calcium Gluconate, Sh-Polypeptide-1, Sh-Oligopeptide-2, Sh-Polypeptide-22, Sh-Polypeptide-45, Sh-Polypeptide-8, Sh-Polypeptide-9, Cetearyl Alcohol, Caffeine, Xanthan Gum, Disodium Edta, Phenoxyethanol, Sodium Benzoate.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$6.00 
SHISEIDO,Face Masks,"-ReNeura Technology+™: Helps skin to self-repair damage and improve the appearance of spots, discoloration, and signs of aging.
-SAKURA-Bright Complex: Promotes brightening.

Water,Dimethicone,Dipropylene Glycol,Glycerin,Sd Alcohol 40-B (Alcohol Denat.)",$105.00 
ALGENIST,Face Masks,"-Patented Alguronic Acid: Clinically proven to visibly minimize appearance of fine lines and wrinkles, and boost benefits of other active ingredients.
-Algae Prebiotic: Helps to balance skin's microbiome; prebiotics are the food that probiotics thrive on ",$38.00 
ERNO LASZLO,Face Masks,"-Prickly Pear, Green Ginger and Mugwort Extracts: Moisturize and protect parched skin.
-Winged Kelp Extract: Boosts the look of skin’s firmness.

Water,Dimethicone, Glycerin, Butylene Glycol, PEG-240/Hdi Copolymer Bis-Decyltetradeceth-20 Ether, Caprylic",$108.00 
SEPHORA COLLECTION,Face Masks,"-Natural Rose Extract: Moisturizes and softens.

Water, Butylene Glycol, Glycerin, Propanediol, Arginine, Carbomer, Xanthan Gum, Panthenol, Allantoin, Sodium Hyaluronate, Sodium Citrate, Phenoxyethanol, Dipotassium Glycyrrhizate, Polysorbate 20, Disodium ",$3.00 
KORRES,Face Masks,"-Pomegranate Grains: Natural and gentle micro-grains physically remove dead skin cells and visibly improve texture.
-Triple-Dose Exfoliants: AHAs, BHAs, and pomegranate enzymes combine to remove dead skin cells, unclog and refine the look of pores, absorb",$39.00 
FRESH,Face Masks,"-Honey: Helps attract and seal in moisture to soften and soothe the skin.
-Echinacea Extract: Helps to improve the skin’s resilience to environmental aggressors and promote a radiant glow.
-Meadowfoam Seed Oil: It unique fatty acid composition provides ",$153.00 
PROACTIV,Face Masks,"Water, Kaolin, Glycereth-26, Linoleic Acid, Cetearyl Alcohol, Magnesium Aluminum Silicate, Synthetic Wax, Ceteareth-20, Sodium Lauroyl Sarcosinate, Linolenic Acid, Tocopherol, Tocopheryl Acetate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Cymbopogon Schoenanthus Extract, Geranium Maculatum Extract, Hydrated Silica, Ethoxydiglycol, Tetrasodium Edta, Sodium Sulfate, Butylene Glycol, Phenoxyethanol, Fragrance, Titanium Dioxide, Zinc Oxide, Chromium Hydroxide Green.",$38.00 
MILK MAKEUP,Face Masks,"-Watermelon Fruit Extract: Hydrates skin.
-Swiss Garden Cress Sprouts: Brightens the look of skin.
-Matrixyl: Supports natural elasticity, helping skin appear smoother.

Water, Glycerin, Kaolin, Propylene Glycol, Sodium Stearate, Disteardimonium Hectorite",$26.00 
ALPYN BEAUTY,Face Masks,"-Wild Dandelion: A powerful antioxidant rich in vitamin C and magnesium that helps detoxify, refine skin texture, and remove impurities.
-Melatonin: An antioxidant that calms and heightens skin’s natural repair process; works most effectively at night.
",$68.00 
