Name,Type,Ingredients,Price
COOLA,Clean skin care,"-Titanium Dioxide 2.7% and Zinc Oxide 8.3%: Provide broad-spectrum UVA/UVB protection.
-Plant Protection®: Featuring naturally effective, antioxidant-rich nutrients (red raspberry seed oil, buriti oil, meadowfoam seed oil, and prickly pear extract) to he",$36.00 
EDIBLE BEAUTY,Clean skin care,"-Gold Leaf: Pure, edible gold imparts radiance, smooths fine lines and wrinkles, and improves hydration.
-Coffee Extract: Supports natural circulation to reduce puffiness and dark circles.
-Blueberry Oil: A potent source of tocopherols, carotenoids, antio",$65.00 
PRIMERA,Clean skin care,"-Alpine Berry Complex™: Moisturizes skin.
-Artemisia Extract: Helps strengthen the skin's moisture barrier.
-Pine Needle Extract and Oil Absorbing Silica: Help control excess sebum and prevent shine.

Water, Glycerin, Propanediol,Silica, 1,2-Hexanediol,",$40.00 
NATURALLY SERIOUS,Clean skin care,"-Apple Extract: Provides essential moisture.
-Naturally Derived Hyaluronic Acid, Salicornia Extract, Squalene, and Sodium PCA: Help attract and retain moisture to hydrate and plump the look of lips.
-Colloidal Oatmeal, Bisabolol, Jojoba Seed Oil, Cocoa, a",$16.00 
KOPARI,Clean skin care,"-Coconut Oil: Softens and hydrates skin.
-Avocado Oil: Helps fight fine lines and wrinkles, reduces inflammation, and protects against free radicals.
-Coffee Leaf Extract: Improves elasticity and collagen production.
-Squalene: Helps plump aging skin, fil",$46.00 
TATA HARPER,Clean skin care,"-Triple Natural Retinoic Acid: Provides three sources of vitamin A for natural retinoid activity which helps minimize the look of wrinkles.
-Encapsulated Plankton: Help preserve natural skin tone appearance and reduce the look of dark spots.
-Gallic Acid ",$295.00 
TATCHA,Clean skin care,"-100% abaca leaf: This soft and absorbent leaf lifts excess oil and debris

Abaca Leaf, Gold Flakes.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil,",$12.00 
ORIGINS,Clean skin care,"Caprylic/Capric Triglyceride , Neopentyl Glycol Diheptanoate , Dimethicone , Trisiloxane , Octyldodecanol , Tricaprylin , Camellia Oleifera Seed Oil , Oenothera Biennis (Evening Primrose) Oil , Salicornia Herbacea Extract , Olea Europaea (Olive) Fruit Oil , Citrus Aurantium Dulcis (Orange) Peel Oil*, Pelargonium Graveolens Flower Oil*, Cananga Odorata Flower Oil*, Eugenia Caryophyllus (Clove) Bud Oil*, Rosa Damascena Flower Oil*, Jasminum Officinale (Jasmine) Oil*, Viola Odorata Flower/Leaf Extract, Polianthes Tuberosa Extract, Farnesol, Eugenol, Benzyl Salicylate, Citronellol, Citral, Benzyl Benzoate, Geraniol , Hydrogenated Polyisobutene , Silybum Marianum Seed Oil , Vegetable Oil\Olus\Huile Végétale , Tetrahexyldecyl Ascorbate , Tocopherol , Tocopheryl Acetate. *Essential Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$58.00 
BOSCIA,Clean skin care,"-Activated Charcoal: Lifts dirt, oil, and impurities from the skin.
-Willow Herb Extract: Reduces redness while soothing skin.
-Salicylic Acid: Helps minimize the appearance of pores and promotes skin cell renewal.

Isopropyl Alcohol, Glycerin, Water, Tal",$28.00 
SEPHORA COLLECTION,Clean skin care,"-Natural Origin Moringa Oil: Known to hydrate and illuminate skin.
-Natural Origin Rosehip Tree Oil: Known to give skin a glowing appearance.
-Natural Origin Hyaluronic Acid: Known to hydrate.

Aqua (Water), Glycerin, Mica, Moringa Oleifera Seed Oil, Rosa",$17.00 
BOSCIA,Clean skin care,"-Hydrangea Leaf: Purifies, refines, and minimizes the appearance of pores.
-Botanical Amino Acids: Eliminate skin dirt, oil, and impurities, leaving skin conditioned.
-Green Tea: Soothes as it protects the skin against the abuse of the elements, helping t",$28.00 
KOPARI,Clean skin care,"-Coconut Oil: Hydrates, moisturizes, and nourishes the skin and hair.
-Shea Tris: Supports the skin’s natural repair process to combat collagen breakdown, UV exposure damage, and loss of elasticity.
-Shea Light: Speeds product absorption.

Cocos Nucifer",$44.00 
FRESH,Clean skin care,"-Hydrating blend of bamboo extract, lavender water, and rose flower water nourishes, purifies, and soothes the skin.
-Hyaluronic acid helps attract and maintain moisture to enhance suppleness.
-Meadowfoam seed oil is a unique fatty acid that provide supre",$92.00 
BOSCIA,Clean skin care,"-Activated Charcoal: Absorbs impurities and excess oil, detoxifies, and exfoliates to refine the appearance of pores.
-Calcium Montmorillonite Clay: Absorbs excess oil, impurities, and toxins, gently exfoliates dead skin cells, and minimizes the appearanc",$34.00 
BOSCIA,Clean skin care,"Natural Abaca Leaf Fiber, Black Bamboo Charcoal.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$10.00 
VOLITION BEAUTY,Clean skin care,"-Marigold Extract: Helps protect skin from blue light emitted from screens and minimizes the appearance of fine lines and wrinkles.
-Sunflower Extract: Hydrates and nourishes skin.
-Indian Ginseng: Soothes the appearance of stressed skin and replenishes.
",$29.00 
JOSIE MARAN,Clean skin care,"-100% Pure Argan Oil: Hydrates and nourishes skin.
-Shea Butter: Smooths and conditions skin.
-Niacianamide PC (Vitamin B3): Multifunctional antiaging ingredient that boosts skin elasticity, enhances barrier function, and revive skin’s healthy tone and ",$36.00 
KORA ORGANICS,Clean skin care,"-Rose Damascena Flower Water: Promotes radiant skin.
-Hibiscus Extract: Purifies skin for a natural and youthful-looking glow.
-Noni Fruit Extract: Softens and replenishes skin’s texture.
-Geranium Oil: Soothes and relieves irritated skin.

Aloe Barbade",$34.00 
PRIMERA,Clean skin care,"-Watercress Sprout Extract: Increases glow
-Hyaluronic Acid: Douses skin with hydration while improving texture.

Water, Butylene Glycol, Squalane, Cyclopentasiloxane, Dimethicone, Niacinamide,Diphenylsiloxy Phenyl Trimethicone, 1,2-Hexanediol, Dimethicon",$62.00 
ORIGINS,Clean skin care,"Butylene Glycol , Water, Sodium Stearate , Ppg-5-Ceteth-20 , Citrus Aurantium Amara (Bitter Orange) Flower Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Jasminum Grandiflorum (Jasmine) Flower Extract, Ribes Nigrum (Black Currant) Bud Extract, Pelargonium Graveolens Extract, Methyl Anthranilate, Ethyl Acetate, Gamma-Decalactone, Benzyl Acetate, 3-Hexenol, Nerolidol, Ricinus Communis (Castor) Seed Oil, Linalool, Benzyl Salicylate, Citronellol, Geraniol, Limonene, Farnesol, Citral , Ethylhexylglycerin , Citronellyl Methylcrotonate.
* Essential Oil

Please be aware that ingredient lists may change or vary from time to time. Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$19.00 
PRIMERA,Clean skin care,"-Water-Stay™ Technology: Quenches dry skin and locks in moisture, while maintaining a fresh, lightweight feel.
-Alpine Berry Complex™: A potent blend of wild strawberry sprouts that provide intense hydration and radiance.
-Artemisia Extract: A soothin",$60.00 
PRIMERA,Clean skin care,"-Sugar Apple Seed Extract: Smoothing.
-Natural Cureplex™: Soothes and refreshes.

Water, Glycerin, Cetyl Ethylhexanoate, Butylene Glycol, Polyglyceryl-3 Methylglucose Distearate, Dimethicone, Glyceryl Stearate, Hydrogenated Vegetable Oil, Sorbitan Sesqu",$6.00 
INDIE LEE,Clean skin care,"-Strawberry Seed Oil: Antioxidant-rich and high in vitamins A, B, C, E and Omega-3 to help protect, brighten and hydrate
-Antioxidant Coenzyme Q10: Helps protect against environmental stressors
-100% Pure Olive-Derived Squalane Oil: Helps provide hydratio",$29.00 
OMOROVICZA,Clean skin care,"Hungarian Thermal Water, Glycerin, Propanediol, Sodium Ascorbyl Phosphate, Alcohol, Yeast Extract, Sclerotium Gum, Sodium Levulinate, Alcohol Denat., Niacinamide, Sodium Anisate, Xanthan Gum, Zinc Pca, Potassium Sorbate, Citric Acid, Caprylyl/Capryl Glucoside, Benzyl Alcohol, Parfum (Fragrance), Ci 77891 (Titanium Dioxide), Chlorella Vulgaris/Lupinus Albus Protein Ferment, Nasturtium Officinale Flower/Leaf Extract, Sodium Hyaluronate, Phospholipids, Leuconostoc/Radish Root Ferment Filtrate, Sodium Benzoate, Actinidia Arguta Fruit Extract, Limonene, Linalool, Benzyl Salicylate, Citronellol, Geraniol.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$150.00 
BOSCIA,Clean skin care,"Glycereth-26, Glycerin, Sodium Cocoyl Glutamate, Sodium Lauroyl Glutamate, PEG-120 Methyl Glucose Dioleate, Charcoal Powder, Cynara Scolymus (Artichoke) Leaf Extract, Ascorbyl Glucoside, Glycyrrhiza Glabra (Licorice) Root Extract, Glycolic Acid, Simmondsia Chinensis (Jojoba) Seed Extract, Pelargonium Graveolens Flower Oil, Epilobium Angustifolium Flower/Leaf/Stem Extract, Citrus Paradisi (Grapefruit) Seed Extract, Water, Glucosyl Hesperidin, Ceteth-25, Oleth-10, Xanthan Gum, Butylene Glycol, Polysorbate 20.

Please refer to the ingredient list shown on your product for the most up-to-date information.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$30.00 
DR ROEBUCK'S,Clean skin care,"-Red Algae: Hydrates and protects skin with vitamins and minerals.
-Hyaluronic Acid: Supports the body’s natural moisture retention.
-Aloe Vera and Chamomile: Provide healing and anti-inflammatory properties to help soothe and calm skin.

Aloe Barbadens",$28.00 
PRIMERA,Clean skin care,"-Flaxseed Extract: Purifying and clarifying.
-Natural Cureplex™: Soothes and refreshes.

Water, Butylene Glycol, Glycerin, Alcohol, Trehalose, Propanediol, 1,2-Hexanediol, Xanthan Gum, Polyglyceryl-10 Laurate, Glyceryl Caprylate, Carbomer, Centella Asia",$6.00 
DR. BARBARA STURM,Clean skin care,"-Complex of Maclura Bioflavonoids, Tea Tree Oil, and Zinc Oxides: Help to reduce the appearance of spots, blemishes, and redness.

Aqua/Water/Eau, Propanediol, Butylene Glycol, Panthenol, Phenoxyethanol, Sodium Poly Acrylate, Melaleuca Alternifolia Ethylh",$55.00 
SKINFIX,Clean skin care,"-Coconut Water: Delivers essential amino acids, vitamins, and minerals to help hydrate and balance skin.
-Rose Water: Helps to soothe and revitalize skin.
-Cucumber Water: Provides antioxidant-rich hydration.

Water, Cocos Nucifera (Coconut) Fruit Water, ",$22.00 
JOSIE MARAN,Clean skin care,"-Pure Organic Argan Oil 100%: Nourishes and conditions with essential vitamins, promoting glowing skin and healthier-looking hair.
-Coconut Oil: Hydrates and smooths skin and hair.

The Good Brow:
C10-18 Triglycerides**, Microcrystallina Wax/Cera Microcri",$24.00 
PRIMERA,Clean skin care,"-Silver Birch Bud Extract: Calms and conditions the skin.
-Ceramides: Creates a protective film on the surface to help restore moisture levels and prevent further irritation.

Water, Butylene Glycol, Glycerin, Butylene Glycol Dicaprylate/Dicaprate, Pentae",$35.00 
BEAUTYBIO,Clean skin care,"Water, Magnesium Ascorbyl Phosphate, Glycerin, Hydroxyethylcellulose, Urea, Arctostaphylos Uva-Ursi Leaf Extract, Achillea Millefolium Extract, Alchemilla Vulgaris Extract, Alcohol, Malva Sylvestris (Mallow) Extract, Melissa Officinalis Leaf Extract, Mentha Piperita (Peppermint) Leaf Extract, Primula Veris Extract, Sodium Hydroxide, Veronica Officinalis Extract, Caprylyl Glycol, Phenoxyethanol, Chlorphenesin.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$75.00 
ORIGINS,Clean skin care,"-Reishi: Helps improve health and promote longevity; possesses potent skin-soothing properties and is used to calm, comfort, and help reduce visible redness in skin.

Water, Glycerin, Isododecane, Dimethicone, Butylene Glycol, Niacinamide, Stearoxymethico",$69.00 
REN CLEAN SKINCARE,Clean skin care,"-Ceramides from Carthame Oil, Phospholipids from Soybean, Essential Fatty Acids from Sabuckthorn Berry Oil, and Argan Oil: Help to restore softness, elasticity, and comfort.
-Tocotrienols from Cranberry Seed Oil: Protect the skin against oxidative damage ",$68.00 
DR ROEBUCK'S,Clean skin care,"-Pure Copper Tripeptide: A powerful antioxidant that helps to increase the body’s natural skin renewal and strength and reduce the signs of aging.
-Plant-Based Hyaluronic Acid: An active that targets signs of aging and helps to smooth and visibly plump ",$68.00 
KOPARI,Clean skin care,"-Cannabidiol (CBD): Soothes and calms.
-100 Percent Plant-Based Active: Provides odor protection while simultaneously helping to break down odor-causing bacteria.

Propylene Glycol (Biobased), Water (Aqua), Sodium Stearate,Propanediol, Polysorbate-60, Gly",$18.00 
REN CLEAN SKINCARE,Clean skin care,"-Rose Otto Oil Moroccan Rose: Hydrates, reduces inflammation, relieves stress, and soothes.
-Caryophyllene Nepalese Palmarosa: Nourishes.
-Geranium Extract Geranium Oil: Hydrates and soothes.
-Essential Fatty Acids and Rosehip Seed Oil: Help to retain moi",$46.00 
PRIMERA,Clean skin care,"-Olive Oil: Softens and nurtures skin.
-Aloe Vera Extract: Helps soothe and adds additional calming benefits.

Water, Cyclopentasiloxane, Cyclohexasiloxane, Butylene Glycol, Cetyl Ethylhexanoate, Diethoxyethylsuccinate,Poloxamer 184, Octyldodecanol, Pheno",$26.00 
ORIGINS,Clean skin care,"Water, Myristic Acid, Glycerin, Behenic Acid, Palmitic Acid, Potassium Hydroxide, Sodium Methyl Cocoyl Taurate, Lauric Acid, Stearic Acid, Rosa Damascena Flower Oil*, Lavandula Angustifolia (Lavender) Oil* Pelargonium Graveolens Flower Oil*, Illicium Verum (Anise) Oil*, Citrus Aurantium Bergamia (Bergamot) Fruit Oil*, Carthamus Tinctorius (Safflower) Seed Oil*, Myristica Fragrans (Nutmeg) Kernel Oil*, Citrus Aurantium Dulcis (Orange) Oil*, Citrus Nobilis (Mandarin Orange) Peel Oil*, Citrus Medica Limonum (Lemon) Peel Oil*, Litsea Cubeba Fruit Oil*, Hibiscus Abelmoschus Extract, Linalool, Citronellol, Limonene, Anogeissus Leiocarpus Bark Extract, Aloe Barbadensis Leaf Extract, Jasminum Officinale (Jasmine) Flower Wax, Sodium Lauroyl Oat Amino Acids, Peg-3 Distearate, Sodium Hyaluronate, Phytantriol, Disodium Edta, Methylchloroisothiazolinone, Methylisothiazolinone, Phenoxyethanol * Essential Oil
Please be aware that ingredient lists may change or vary from time to time.� Please refer to the ingredient list on the product package you receive for the most up to date list of ingredients.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",$34.00 
STACKEDSKINCARE,Clean skin care,"-Yeast Extract: A naturally fermented ingredient that boosts collagen, enhances healing, and provides moisture
-SH-OLIGOPEPTIDE 1: A powerful growth factor that activates the skin’s natural renewal and healing processes
-Green Tea Extract: A rich source",$150.00 
VOLITION BEAUTY,Clean skin care,"-Apple Cider Vinegar: Naturally rich in AHAs to visibly improve skin texture and tone while reducing the appearance of blemishes.
-Glycolic Acid: Exfoliates, brightens, and supports body’s natural cell turnover.
-Lemon and Orange Fruit Acids: Abundant i",$12.00 
DR. BARBARA STURM,Clean skin care,"-Salicylic Acid: Softens dead skin cells and deeply cleanses the skin.

Water (Aqua), Cocamidopropyl Betaine, Sodium Lauroyl Glutamate, Sodium Chloride, Phenoxyethanol, Citric Acid, Panthenol, Propylene Glycol, Urea, Lactobacillus/Portulaca Oleracea Ferme",$70.00 
OMOROVICZA,Clean skin care,"-Plum Almond Oil: Hydrates and creates the appearance of suppleness with apple pectin.
-Ruby Crystals: Minimize the look of fine lines and imperfections.
-Hydro Mineral Transference™: Creates a firmer, younger look.

Hungarian Thermal Water, Glycerin, C",$150.00 
MOON JUICE,Clean skin care,"-Adaptogenic Ashwagandha: Nurtures and helps protect skin against environmental stressors.
-Adaptogenic Schisandra: Helps support natural collagen and improve the look of firmness and elasticity.
-Hyaluronic Acid: Helps bind water to skin and increase the",$58.00 
BEAUTYBIO,Clean skin care,"-Pure Rosehip Seed: Uses vitamins to help hydrate and support a natural-looking glow.
-Rich Omegas: Soothe irritation and redness in skin.
-Ginger Root Extract: Nurtures while also soothing irritated skin.

Rosa Canina (Rosehip) Fruit Oil, Caprylic/Capric",$70.00 
ALPHA-H,Clean skin care,"-15% Glycolic Acid: Speeds up cell renewal process, removes unwanted dead cell build up and increases stimulation in the connective tissue.
-5% Lactic Acid: Promotes removal of dead skin cells at the surface of the skin. Reduces the appearance of hyperpig",$60.00 
